,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,tag,label,tag_2
268,268,102,33,"Lawrence Insurance also sold 3.2 million of its shares for $7.125 each to its parent, Lawrence Group Inc. Lawrence Insurance, based in Albany, N.Y., plans to use the $22.5 million in proceeds to help finance the acquisition of United Republic.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0
269,269,494,66,"Google and HCA said that security will be in place to protect health data, which has strict protections under US law.",0 0 0 0 0 prevention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,prevent,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0
270,270,456,27,"   
The Exhibition will be held both online and on-site, as a hybrid format, which will showcase the cutting-edge technologies and products of exhibitors in various ways.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 trigger1 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0
271,271,489,61,"""If they can ban president Trump, all conservative voices could be next,"" House Minority Leader Kevin McCarthy tweeted.",0 0 prevention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,prevent,0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0
272,272,510,6,"Among individual companies, Amazon edged up 0.1 percent after announcing it would acquire the storied MGM studios for $8.45 billion, giving the US tech giant a vast library to further its ambitions in streaming.",0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0
273,273,16,16,London shares were depressed initially by overnight losses in New York and by the drop in sterling after Mr. Lawson's resignation.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
274,274,416,347,"The number of those hospitalized climbed from the 34 reported Saturday, because information has trickled in from area hospitals, Khan said.",0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0
275,275,250,181,Iraq said the roundup was  to protect them from unspecifiedthreats; British Foreign Office minister William Waldegrave calledthe order ``grave and sinister.'',0 0 0 cause 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 trigger1 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
276,276,129,60,It also was considering a restructuring to help boost the stock price.,0 0 0 0 0 intention 0 effect 0 0 0 0 0,intend,0 0 0 0 0 trigger1 0 effect 0 0 0 0 0
277,277,159,90,"The sale of shares to the McAlpine family along with the recent sale of 750,000 shares of Meridian stock to Haden MacLellan Holding PLC of Surrey, England and a recent public offering have increased Meridian's net worth to $8.5 million, said William Feniger, chief executive officer of Toledo, Ohio-based Meridian. ",0 cause 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 trigger1 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
278,278,535,31,"Varo Bank, using Temenos SaaS, estimates that it services customers at 25% of the total costs incurred by a traditional bank.",0 effect 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 effect 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
279,279,436,7,Total said it would continue to produce gas so as not to disrupt electricity supply in either country.,0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0 0 0 0 0,prevent,0 0 0 0 0 0 trigger1 0 0 0 0 0 effect 0 0 0 0 0 0
280,280,185,116,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",0 0 0 0 0 0 cause 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 trigger1 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
281,281,73,4,The university had sought an injunction blocking Connaught's board from recommending or supporting an offer for the company by Merieux.,0 0 0 prevention 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent,0 0 0 trigger1 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
282,282,427,358,"If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it published is a way of raising your profile.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 effect 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 effect 0 0 0
283,283,367,298,"While a prisoner, Maria witnessed a sickening trade in human life and recalls how young girls were drugged, forced into prostitution and then murdered.",0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0
284,284,477,48,But NATO members remain reluctant to embrace Ukraine as they want to avoid ratcheting up tensions with Russia.,0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0 0 0 0 0,prevent,0 0 0 0 0 0 trigger1 0 0 0 0 0 0 effect 0 0 0 0 0
285,285,303,234,"Profit from coal fell to $41 million from $58 million, partly because of a miners' strike. ",0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0,cause,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0
286,286,366,297,"Even before her 18th birthday, Maria had already been enslaved by a gang of human traffickers and held in captivity for four months in her homeland of Mexico.",0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0
287,287,442,13,"Therefore, ""Uruguay is not going to request an extradition in order not to obstruct the extradition process to Italy, which is where he has committed the most serious crimes,"" he said.",0 0 0 0 0 prevention prevention prevention prevention 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent,0 0 0 0 0 trigger1 trigger1 trigger1 trigger1 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
288,288,83,14,"Secretary of State James Baker, speaking on ABC News' ""This Week,"" said the Kuwaiti request gives the U.S. and other countries ""a legal basis for stopping the export of oil and that sort of thing."" ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0,prevent,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0
289,289,528,24,China's central bank also granted a $1.5 billion currency swap to finance imports from China in February as the rupee hit a record low of 202.73 to the dollar.,0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 trigger1 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
290,290,276,207,"Robert Mellor, Di Giorgio's executive vice president, said the company stands to reap more money through the sale of individual units to others than by accepting DIG's offer. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0
291,291,271,202,The quarterly results also reflected $21.4 million in non-recurring losses from commercial real-estate activities in California.,0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 trigger1 0 0 0
292,292,360,291,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons.""",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 intention 0 0 0 effect 0 0 0 0,intend,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 effect 0 0 0 0
293,293,239,170,The charges were offset in part by a gain from the sale of the company's construction division.,0 0 0 0 0 0 0 0 effect 0 0 cause 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 effect 0 0 trigger1 0 0 0 0 0 0 0
294,294,101,32,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. ",0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend,0 0 trigger1 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
295,295,6,6,The agreement is subject to regulatory approval and resolution of lawsuits brought by certain Diversified holders in connection with the proposed merger.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
296,296,400,331,"Alabama issued a warning to drivers Thursday night, urging them to stay off icy roads as driving conditions were "" becoming dangerous "" with numerous accidents reported.",0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0
297,297,429,0,"The EU banned Belarusian planes from the bloc's airspace to avoid flying over the ex-Soviet country ruled by Alexander Lukashenko, often dubbed ""Europe's last dictator"".",0 0 prevention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent,0 0 trigger1 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
298,298,560,56,"US Secretary of State Antony Blinken said Wednesday that all aid would be ""administered in a way that benefits the Palestinian people -- not Hamas"", which Washington considers a terrorist group.",0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0
299,299,538,34,"The EMA is continuing to evaluate the safety of all four vaccines it has approved for use in the EU, which also includes the ones from BioNTech/Pfizer and Moderna.",0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
300,300,374,305,"""The claims that Maria made were so serious that she was asked by the Department of Homeland Security to come to the U.S. to tell her story.",0 0 0 0 0 cause 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 trigger1 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
301,301,517,13,"The funds from our recent capital increase and these new innovation loans secure our financial situation for the foreseeable future, allowing us to focus confidently on the implementation of our scientific and commercial roadmap.",0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,enable,0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0
302,302,206,137,"They've been given a mandate from Switzerland"" to expand their U.S. chocolate operations. ",0 0 0 cause 0 0 0 0 0 0 effect 0 0 0 0 0,cause,0 0 0 trigger1 0 0 0 0 0 0 effect 0 0 0 0 0
303,303,201,132,"Once triggered, the rights allow holders to buy additional shares at 50% of the then current market price or, at the board's discretion, to receive securities or assets.    ",0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0
304,304,146,77,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
305,305,151,82,"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0
306,306,604,100,"The new leadership team, employees, partners, customers and shareholders will all benefit under Herbert's leadership.",0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable,0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0
307,307,574,70,"""I don't know what really happened in front of me, but I came into the corner and saw some guys on the ground and I couldn't pass on the right side because I was next to another guy, so I didn't have any chances to avoid a crash.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0
308,308,313,244,"Profit at the unit fell to $110.6 million, or 37 cents a share, from $142.4 million, or 45 cents a share, largely because of a $24 million one-time charge associated with Hughes's previously announced plan to reduce employment by at least 6,000 people by year end. ",0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0
309,309,508,4,"With The Temenos Banking Cloud, we empower banks to digitally transform and massively scale faster than ever.""",0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable,0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0
310,310,332,263,London shares were depressed initially by overnight losses in New York and by the drop in sterling after Mr. Lawson's resignation.,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0
311,311,246,177,"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ",0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0
312,312,46,46,Estimates from traders put it at less than 5% of Nasdaq's average daily volume of roughly 133 million shares.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
313,313,247,178,Mr. Lortie joined Provigo in 1985 and spearheaded the company's drive to grow outside its traditional food business.,0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause,0 0 trigger1 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0
314,314,325,256,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0,cause,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0
315,315,580,76,"As part of the year-long partnership, Oral-B and Scientific American Custom Media are releasing a series of content, including educational resources from leading medical and dental researchers that will help readers better understand the connections between oral health and whole body health.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect effect 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect effect 0 0 0 0 0
316,316,95,26,"The message to the chief of staff was meant to be taken as a suggestionthat Sununu offer to resign, one highly placed source said. ",0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend,0 trigger1 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0
317,317,105,36,Hudson's Bay Co. announced terms of a previously proposed rights issue that is expected to raise about 396 million Canadian dollars (US$337 million) net of expenses.,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
318,318,555,51,"""Once again we have turned to our friends in Portugal to help both UEFA and the Champions League and I am, as always, very grateful to the FPF and the Portuguese government for agreeing to stage the match at such short notice,"" said UEFA president Aleksander Ceferin.",0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0
319,319,529,25,Hyper-Personalized Recommendations will also help increase the matchmaking accuracy and enable companies to seize business opportunities effectively.,condition condition condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable,trigger1 trigger1 trigger1 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0
320,320,389,320,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.,0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0
321,321,78,9,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
322,322,89,20,The restructuring program  is designed  to increase the company's tangible capital ratio.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0,intend,0 0 trigger1 0 0 0 effect 0 0 0 0 0 0 0
323,323,394,325,"As many as 150 members of the U.N. mission in Haiti remained unaccounted for Wednesday afternoon following an earthquake that inflicted massive damage on the Caribbean nation's capital, U.N. officials said Wednesday.",0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
324,324,180,111,"In effect, McCaw has forced LIN's hand by bidding $1.9 billion for the stake earlier this month.    ",0 0 0 0 0 effect 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 effect 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0
325,325,372,303,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 trigger1 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
326,326,488,60,"In its first update since 2016, the International Society for Stem Cell Research (ISSCR) said the decades-old rule had little scientific merit, so they stopped short of giving the green light for researchers to breach the time constraint, which is baked into law in some countries.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
327,327,199,130,"Earnings  were hurt by disposal of operations in its restructuring, Reed said. ",0 0 effect 0 cause 0 0 0 0 0 0 0 0 0,cause,0 0 effect 0 trigger1 0 0 0 0 0 0 0 0 0
328,328,128,59,And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend,0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0
329,329,258,189,"In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 cause 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 trigger1 0 0 0 0
330,330,240,171,The charges were offset in part by a gain from the sale of the company's construction division.,0 0 0 effect 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 effect 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0
331,331,564,60,"""Amazon will help preserve MGM's heritage and catalog of films, and provide customers with greater access to these existing works.",0 condition 0 0 0 effect effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 trigger1 0 0 0 effect effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
332,332,110,41,The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0,intend,0 0 trigger1 0 0 0 effect 0 0 0 0 0 0 0 0
333,333,296,227,"Du Pont, unlike companies hurt badly by sharp price declines for basic chemicals and plastics, is benefiting from its broad range of businesses. ",0 0 0 0 0 effect 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 effect 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
334,334,248,179,"Last month, Canadian Bond Rating Service downgraded Provigo's commercial paper and debentures because of its lackluster performance.    ",0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 cause 0 0,cause,0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 trigger1 0 0
335,335,69,0,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    ",0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
336,336,300,231,"Profit climbed to $98 million from $71 million in the petroleum segment, as Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume.    ",0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
337,337,609,105,"With the new region, organizations of all sizes will be able to innovate faster and serve end-users with even lower latency across the region.""",0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0
338,338,559,55,"""We are thrilled that the investment is approved and eager to leverage Kymeta's expertise in hybrid satellite and cellular connectivity solutions,"" said Youn Chul Kim, CEO of HSC.",0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0
